SDGNumber;SDGTitle;TargetsNumber;Targets;IndicatorsNumber;Indicators;UNSDIndicatorCodes;JRCKeywords
16;Peace, Justice, and Strong Institutions;16.2; End abuse, exploitation, trafficking and all forms of violence against and torture of children;16.2.1; Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month;C160201;"['children violence', 'abuse children', 'children abuse', 'children torture', 'child sexual abuse', 'sexual violence against children', 'sexual abuse of children', 'trafficking of children', 'child trafficking', 'torture of children', "" children's rights"", 'risk of the minor being a victim of human trafficking', 'trafficking of minors', ""minor's trafficking"", 'violence by caregivers', 'aggression by caregivers', 'violence by parents', 'aggression by parents', 'violence by mother', 'violence by father', 'calling a child offensive names', 'shaking the child', 'shaking the children', 'slapping child', 'slapping children', 'hitting child', 'hitting children', 'spanking child', 'spanking children', 'beating child', 'beating children', 'violence against children', 'violence against child', 'children in commercial sexual exploitation', 'sexual exploitation of children', 'child in commercial sexual exploitation', 'child in sexual exploitation', 'sexual exploitation of child', 'Child prostitution', 'child sexual slavery', 'children sexual exploitation', 'Children prostitution', 'children sexual slavery', 'violence in childhood']"
16;Peace, Justice, and Strong Institutions;16.2; End abuse, exploitation, trafficking and all forms of violence against and torture of children;16.2.2; Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation;C160202;"['children violence', 'abuse children', 'children abuse', 'children torture', 'child sexual abuse', 'sexual violence against children', 'sexual abuse of children', 'trafficking of children', 'child trafficking', 'torture of children', "" children's rights"", 'risk of the minor being a victim of human trafficking', 'trafficking of minors', ""minor's trafficking"", 'violence by caregivers', 'aggression by caregivers', 'violence by parents', 'aggression by parents', 'violence by mother', 'violence by father', 'calling a child offensive names', 'shaking the child', 'shaking the children', 'slapping child', 'slapping children', 'hitting child', 'hitting children', 'spanking child', 'spanking children', 'beating child', 'beating children', 'violence against children', 'violence against child', 'children in commercial sexual exploitation', 'sexual exploitation of children', 'child in commercial sexual exploitation', 'child in sexual exploitation', 'sexual exploitation of child', 'Child prostitution', 'child sexual slavery', 'children sexual exploitation', 'Children prostitution', 'children sexual slavery', 'violence in childhood']"
16;Peace, Justice, and Strong Institutions;16.2; End abuse, exploitation, trafficking and all forms of violence against and torture of children;16.2.3; Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18;C160203;"['children violence', 'abuse children', 'children abuse', 'children torture', 'child sexual abuse', 'sexual violence against children', 'sexual abuse of children', 'trafficking of children', 'child trafficking', 'torture of children', "" children's rights"", 'risk of the minor being a victim of human trafficking', 'trafficking of minors', ""minor's trafficking"", 'violence by caregivers', 'aggression by caregivers', 'violence by parents', 'aggression by parents', 'violence by mother', 'violence by father', 'calling a child offensive names', 'shaking the child', 'shaking the children', 'slapping child', 'slapping children', 'hitting child', 'hitting children', 'spanking child', 'spanking children', 'beating child', 'beating children', 'violence against children', 'violence against child', 'children in commercial sexual exploitation', 'sexual exploitation of children', 'child in commercial sexual exploitation', 'child in sexual exploitation', 'sexual exploitation of child', 'Child prostitution', 'child sexual slavery', 'children sexual exploitation', 'Children prostitution', 'children sexual slavery', 'violence in childhood']"
16;Peace, Justice, and Strong Institutions;16.3; Promote the rule of law at the national and international levels and ensure equal access to justice for all;16.3.1; Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms;C160301;['conflict resolution mechanism', 'unsentenced detainees', 'rule of law', 'access to justice', 'justice for all', 'equality of citizens', 'right to justice', 'law enforcement', 'reinforcing the law', 'ensure that international law is respected', 'assure justice', 'ensure justice', 'deliver justice', 'dispute resolution mechanism', 'respect for international law', 'judicial independence', 'improving justice', 'justice reform', 'impunity']
16;Peace, Justice, and Strong Institutions;16.3; Promote the rule of law at the national and international levels and ensure equal access to justice for all;16.3.2; Unsentenced detainees as a proportion of overall prison population;C160302;['conflict resolution mechanism', 'unsentenced detainees', 'rule of law', 'access to justice', 'justice for all', 'equality of citizens', 'right to justice', 'law enforcement', 'reinforcing the law', 'ensure that international law is respected', 'assure justice', 'ensure justice', 'deliver justice', 'dispute resolution mechanism', 'respect for international law', 'judicial independence', 'improving justice', 'justice reform', 'impunity']
16;Peace, Justice, and Strong Institutions;16.3; Promote the rule of law at the national and international levels and ensure equal access to justice for all;16.3.3; Proportion of the population who have experienced a dispute in the past two years and who accessed a formal or informal dispute resolution mechanism, by type of mechanism;C160303;['conflict resolution mechanism', 'unsentenced detainees', 'rule of law', 'access to justice', 'justice for all', 'equality of citizens', 'right to justice', 'law enforcement', 'reinforcing the law', 'ensure that international law is respected', 'assure justice', 'ensure justice', 'deliver justice', 'dispute resolution mechanism', 'respect for international law', 'judicial independence', 'improving justice', 'justice reform', 'impunity']
16;Peace, Justice, and Strong Institutions;16.4; By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;16.4.1; Total value of inward and outward illicit financial flows (in current United States dollars);C160401;['illicit flow', 'illicit financial', 'illicit arm', 'stolen asset', 'organized crime', 'seized arms', 'surrendered arms', 'financial illicit', 'inward illicit', 'outward illicit', 'illicit origin', 'illegal arm', 'illegal weapons', 'transfer of firearms', 'organised crime', 'funding armed groups', 'Combating the Financing of Terrorism', 'money laundering', 'KYC/AML/CFT', 'illicit drugs', 'anti-fraud', 'fraud', 'measures against illegal activities', 'arms trafficking', 'trafficking of arms', 'drug trafficking', 'trafficking of drugs', 'anti-money laundering', 'countering the financing of terrorism']
16;Peace, Justice, and Strong Institutions;16.4; By 2030, significantly reduce illicit financial and arms flows, strengthen the recovery and return of stolen assets and combat all forms of organized crime;16.4.2; Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments;C160402;['illicit flow', 'illicit financial', 'illicit arm', 'stolen asset', 'organized crime', 'seized arms', 'surrendered arms', 'financial illicit', 'inward illicit', 'outward illicit', 'illicit origin', 'illegal arm', 'illegal weapons', 'transfer of firearms', 'organised crime', 'funding armed groups', 'Combating the Financing of Terrorism', 'money laundering', 'KYC/AML/CFT', 'illicit drugs', 'anti-fraud', 'fraud', 'measures against illegal activities', 'arms trafficking', 'trafficking of arms', 'drug trafficking', 'trafficking of drugs', 'anti-money laundering', 'countering the financing of terrorism']
16;Peace, Justice, and Strong Institutions;16.5; Substantially reduce corruption and bribery in all their forms;16.5.1; Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months;C160501;['corruption', 'bribery', 'bribe', 'anti-corruption', 'anticorruption']
16;Peace, Justice, and Strong Institutions;16.5; Substantially reduce corruption and bribery in all their forms;16.5.2; Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months;C160502;['corruption', 'bribery', 'bribe', 'anti-corruption', 'anticorruption']
16;Peace, Justice, and Strong Institutions;16.6; Develop effective, accountable and transparent institutions at all levels;16.6.1; Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar);C160601;['transparent institutions', 'accountable public service', 'transparent public service', 'effective public services', 'quality public service', 'transparent public institutions', 'accountable public institutions', 'quality public institution', 'effective institutions', 'institutional capacity', 'public service quality', 'institutional transparency', 'institutional accountability', 'transparency in political process', 'transparency of political', 'enforce institutions', 'strong institutions', 'quality public administrations', 'effective governance', 'accountable institutions', 'inclusive institutions', 'institution more agile and flexible, as well as more transparent', 'greater transparency and democratic legitimacy', 'good governance', 'weak governance', 'governance review', 'Institutional Strengthening', 'strengthening public institutions', 'governance in public institutions', 'Public Sector Strengthening', 'strong governance', 'resilient governance', 'inclusive governance', 'transparent governance']
16;Peace, Justice, and Strong Institutions;16.6; Develop effective, accountable and transparent institutions at all levels;16.6.2; Proportion of population satisfied with their last experience of public services;C160602;['transparent institutions', 'accountable public service', 'transparent public service', 'effective public services', 'quality public service', 'transparent public institutions', 'accountable public institutions', 'quality public institution', 'effective institutions', 'institutional capacity', 'public service quality', 'institutional transparency', 'institutional accountability', 'transparency in political process', 'transparency of political', 'enforce institutions', 'strong institutions', 'quality public administrations', 'effective governance', 'accountable institutions', 'inclusive institutions', 'institution more agile and flexible, as well as more transparent', 'greater transparency and democratic legitimacy', 'good governance', 'weak governance', 'governance review', 'Institutional Strengthening', 'strengthening public institutions', 'governance in public institutions', 'Public Sector Strengthening', 'strong governance', 'resilient governance', 'inclusive governance', 'transparent governance']
16;Peace, Justice, and Strong Institutions;16.7; Ensure responsive, inclusive, participatory and representative decision-making at all levels;16.7.1;" Proportions of positions in national and local institutions, including (a) the legislatures; (b) the public service; and (c) the judiciary, compared to national distributions, by sex, age, persons with disabilities and population groups";C160701;['inclusive decision', 'responsive decision making', 'participatory decision', 'representative decision making', 'social equality in decision making', 'inclusive public service', 'public service inclusion', 'participation public service', 'public service participation', 'integrity of the electoral process', 'fair elections', 'electoral infrastructure', 'integrity of elections', 'threats to election', 'representation of workers', 'participation in democratic life', 'inclusive participation', 'stronger role to the voice of the people', 'inclusive approach with participation of all stakeholders', 'effective participation', 'enabling environment for CSOs', 'enabling environment for civil society organisations', 'multi-party dialogue', 'intra-community dialogue', 'inter-community dialogue', 'intercultural dialogue', 'inter-faith dialogue', 'civic space', 'structured dialogue CSO', 'Civil Society Strengthening', 'election monitoring', 'election observation', 'monitoring of elections', 'observation of elections', 'progress in institutionalising electoral democracy', 'structured dialogue civil society organisations']
16;Peace, Justice, and Strong Institutions;16.7; Ensure responsive, inclusive, participatory and representative decision-making at all levels;16.7.2; Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group;C160702;['inclusive decision', 'responsive decision making', 'participatory decision', 'representative decision making', 'social equality in decision making', 'inclusive public service', 'public service inclusion', 'participation public service', 'public service participation', 'integrity of the electoral process', 'fair elections', 'electoral infrastructure', 'integrity of elections', 'threats to election', 'representation of workers', 'participation in democratic life', 'inclusive participation', 'stronger role to the voice of the people', 'inclusive approach with participation of all stakeholders', 'effective participation', 'enabling environment for CSOs', 'enabling environment for civil society organisations', 'multi-party dialogue', 'intra-community dialogue', 'inter-community dialogue', 'intercultural dialogue', 'inter-faith dialogue', 'civic space', 'structured dialogue CSO', 'Civil Society Strengthening', 'election monitoring', 'election observation', 'monitoring of elections', 'observation of elections', 'progress in institutionalising electoral democracy', 'structured dialogue civil society organisations']
16;Peace, Justice, and Strong Institutions;16.8; Broaden and strengthen the participation of developing countries in the institutions of global governance;16.8.1; Proportion of members and voting rights of developing countries in international organizations;C200205;['participation developing countries', 'developing countries participating', 'global governance developing countries', 'developing countries in international organizations', 'inclusion developing countries', 'developing countries inclusion', 'developing countries in global governance']
16;Peace, Justice, and Strong Institutions;16.9; By 2030, provide legal identity for all, including birth registration;16.9.1; Proportion of children under 5 years of age whose births have been registered with a civil authority, by age;C160901;['birth certificate', 'legal identity', 'legal registration and documentation of a person', 'undocumented people', 'birth registration', 'registered births', 'civil registration', 'children officially recorded', 'stateless', 'denied nationality', 'legally invisible', 'births were never registered', 'births not registered', 'Registration of birth', 'identity documentation', 'national identity cards', 'registration of civil status', 'civil registry', 'death registration']
16;Peace, Justice, and Strong Institutions;16.10; Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;16.10.1; Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months;C161001;['public access to information', 'information access', 'free media', 'free press', 'threaten journalist', 'torture journalist', 'kidnapping journalist', 'killing journalist', 'journalists under risk', 'human right advocate', 'disappearences of human rights defenders', 'disappearances of journalists', 'disappearances of trade unionists', 'human rights defenders death', 'journalists death', 'trade unionists death', 'torture of human rights defenders', 'torture of trade unionists', 'Freedom to express views', 'Freedom to express opinion', 'freedom of information', 'right to information', 'journalist freedom', 'rights based approach', 'fundamental freedom', 'protect individual freedom', 'disappearances of human rights activist', 'disappearances of human rights advocates', 'disappearances of activists', 'disappearances of whistleblowers']
16;Peace, Justice, and Strong Institutions;16.10; Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements;16.10.2; Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information;C161002;['public access to information', 'information access', 'free media', 'free press', 'threaten journalist', 'torture journalist', 'kidnapping journalist', 'killing journalist', 'journalists under risk', 'human right advocate', 'disappearences of human rights defenders', 'disappearances of journalists', 'disappearances of trade unionists', 'human rights defenders death', 'journalists death', 'trade unionists death', 'torture of human rights defenders', 'torture of trade unionists', 'Freedom to express views', 'Freedom to express opinion', 'freedom of information', 'right to information', 'journalist freedom', 'rights based approach', 'fundamental freedom', 'protect individual freedom', 'disappearances of human rights activist', 'disappearances of human rights advocates', 'disappearances of activists', 'disappearances of whistleblowers']
16;Peace, Justice, and Strong Institutions;16.a; Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime;16.a.1; Existence of independent national human rights institutions in compliance with the Paris Principles;C160a01;['Paris Principles', 'prevent violence', 'combat terrorism', 'combat crime', 'prevent crime', 'fight terrorism', 'counter terrorism', 'tackle terrorism', 'prosecute terrorism', 'address the threat of terrorist offences', 'terrorist offences and serious crime', 'prosecute terrorist offences', 'human rights institutions', 'institutions for human rights', 'NHRI', 'national human rights institutions', 'conflict management', 'security sector reforms', 'SSR', 'conflict sensitivity', 'Ministry of Defence', 'state and resilience building', 'European Peace Facility']
16;Peace, Justice, and Strong Institutions;16.b; Promote and enforce non-discriminatory laws and policies for sustainable development;16.b.1; Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law;C200204;['non-discriminatory law', 'sustainable development policies', 'non discriminatory policies', 'human rights law', 'human rights politics', 'human rights policy', 'human rights council', 'discriminatory policies', 'discriminatory law', 'law against discrimination', 'Charter of Fundamental Rights', 'policy for human rights', 'law for human rights', 'policies without discrimination']
17;Partnerships for the Goals;17.1; Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;17.1.1; Total government revenue as a proportion of GDP, by source;C170101;['domestic resource mobilization', 'domestic capacity', 'domestic tax', 'international support to developing countries', 'domestic budget', 'improve tax collection', 'increase tax collection', 'raise tax revenue', 'increase tax revenue', 'improve tax revenue', 'reform tax systems', 'domestic revenue resources', 'tax systems reform', 'financial flows to developing countries', 'revenue mobilisation', 'domestic revenue', 'Public Finance Management', 'PFM', 'Public Expenditure and Financial Accountability', 'PEFA', 'Tax Administration', 'tax transparency', 'tax collection', 'taxpayers', 'tax evasion', 'budget transparency', 'resources mobilization for sustainable development', 'resources mobilisation for sustainable development', 'domestic resource mobilisation', 'tax avoidance']
17;Partnerships for the Goals;17.1; Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection;17.1.2; Proportion of domestic budget funded by domestic taxes;C170102;['domestic resource mobilization', 'domestic capacity', 'domestic tax', 'international support to developing countries', 'domestic budget', 'improve tax collection', 'increase tax collection', 'raise tax revenue', 'increase tax revenue', 'improve tax revenue', 'reform tax systems', 'domestic revenue resources', 'tax systems reform', 'financial flows to developing countries', 'revenue mobilisation', 'domestic revenue', 'Public Finance Management', 'PFM', 'Public Expenditure and Financial Accountability', 'PEFA', 'Tax Administration', 'tax transparency', 'tax collection', 'taxpayers', 'tax evasion', 'budget transparency', 'resources mobilization for sustainable development', 'resources mobilisation for sustainable development', 'domestic resource mobilisation', 'tax avoidance']
17;Partnerships for the Goals;17.2;" Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries";17.2.1; Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI);C170201;['official development assistance', 'oda', 'financial assistance over GNI', 'assistance for developing countries', 'international development cooperation', 'support developing countries', 'developing countries support']
17;Partnerships for the Goals;17.3; Mobilize additional financial resources for developing countries from multiple sources;17.3.1; Additional financial resources mobilized for developing countries from multiple sources;C170304;['financial support to developing countries', 'finance developing countries', 'financial resources to developing countries', 'foreign direct investments to developing countries', 'remittances to developing countries', 'FDI do developing countries', 'developing countries remittances', 'developing countries financial support', 'developing countries receive financial support']
17;Partnerships for the Goals;17.3; Mobilize additional financial resources for developing countries from multiple sources;17.3.2; Volume of remittances (in United States dollars) as a proportion of total GDP;C170302;['financial support to developing countries', 'finance developing countries', 'financial resources to developing countries', 'foreign direct investments to developing countries', 'remittances to developing countries', 'FDI do developing countries', 'developing countries remittances', 'developing countries financial support', 'developing countries receive financial support']
17;Partnerships for the Goals;17.4; Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress;17.4.1; Debt service as a proportion of exports of goods and services;C170401;['restructure debt in developing countries', 'reduce debt in developing countries', 'restructure debt in Africa', 'support developing countries with debt', 'help developing countries with debt', 'unsustainable debt levels developing countries', 'debt burden least developed countries', 'debt level reduction developing countries', 'debt relief for developing countries', 'debt moratorium developing countries', 'debt moratorium least deveveloped countries', 'debt burden on developing countries', 'help developing countries manage their debt', 'debt of developing countries', 'reduce debt distress in developing countries']
17;Partnerships for the Goals;17.5; Adopt and implement investment promotion regimes for least developed countries;17.5.1; Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;C170502;['investment promotion regime', 'foreign direct investment in the least developing countries', 'increased foreign direct investment flows', 'finance investment in developing countries', 'finance investment in last developing countries', 'address barriers to private investment in developing countries', 'supporting investment projects', 'foster investments in developing countries', 'public loans least developed countries', 'public loans developing countries', 'mobilisation of public and private investment developing countries', 'mitigate investment risks developing countries', 'promotion of private investments', 'investment climate in developing countries', 'foreign investors']
17;Partnerships for the Goals;17.6; Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism;17.6.1; Fixed Internet broadband subscriptions per 100 inhabitants, by speed5;C170602;['technology cooperation agreement', 'global technology facilitation mechanism', 'Joint Technology Initiatives', 'Partnering in Research and Innovation', 'cooperation on technology', 'cooperation on science', 'cooperation on innovation', 'partnership in innovation', 'share innovation', 'share technology', 'knowledge-sharing', ' technology facilitation', ' technology cooperation', ' technology agreement', ' science cooperation', 'technology transfer', 'knowledege transfer', 'cooperation instruments and actions', 'GPEDC', 'Global Partnership for Effective Development Co-operation', 'collaboration on technology', 'collaboration on science', 'collaboration on innovation', 'partnerships in research', 'cooperation in research']
17;Partnerships for the Goals;17.7; Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed;17.7.1; Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies;C170701;['technology in developing countries', 'technology dissemination in developing countries', 'technology diffusion in developing countries', 'developing countries technology', 'technology transfer in developing countries']
17;Partnerships for the Goals;17.8; Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology;17.8.1; Proportion of individuals using the Internet;C170801;['technology in least developed countries', 'internet in least developed countries', 'ict in least developed countries', 'innovation in least developed countries', 'science capacity-building', 'technology capacity-building', 'innovation capacity-building', 'capacity-building in innovation', 'capacity-building in technology', 'capacity-building in science', 'international collaboration on technology', 'cooperation on information and communications technology', 'cooperation in ICT', 'collaboration information and communications technology', 'collaboration ICT', 'ICT cooperation', 'international information and communications technology', 'ICT capacity in least developed countries']
17;Partnerships for the Goals;17.9; Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;17.9.1; Dollar value of financial and technical assistance (including through North-South, South‑South and triangular cooperation) committed to developing countries;C170901;['financial assistance to developing', 'technical assistance to developing', 'north south cooperation', 'south south cooperation', 'triangular cooperation', 'support capacity-building in developing countries', 'capacity building in least developed countries', 'national plans to implement the Sustainable Development Goals', 'national plans to implement the SDGs', 'national plans to implement Sustainable Development', 'cooperation on sustainable development', 'European Fund for Sustainable Development', 'capacity building assistance to improve the investment', 'EFSD', 'capacity building support in developing countries', 'support capacity building in developing countries']
17;Partnerships for the Goals;17.10; Promote a universal, rules-based, open, non‑discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda;17.10.1; Worldwide weighted tariff-average;C171001;['trade agreements for sustainable development', 'trade partnerships', 'trade relations around the world', 'progressive and modern trade rules', 'promote sustainable growth by expanding trade', 'rules for global trade', 'responsible trade', 'fair trade', 'transparent trade', 'ethical trade', 'sustainable trade', 'sustainable development in trade policies', 'rules with the global trade system', 'trade agenda to promote sustainable development', 'trade policy to sustainable development', 'trade to promote sustainable development', 'trade policy to promote the social and environmental pillars of sustainable development', 'trade and sustainable development', 'trade policy in support of sustainable development', 'Reinforced international regulatory cooperation helps to facilitate trade', 'Reinforce international regulatory cooperation for trade', 'regulatory trade cooperation', 'trade regulations', 'against unfair trade practices', 'responsible and fair trade', 'elimination of trade barriers', 'enforcing the rules of global trade', 'reinvigorate the WTO', 'rules governing global trade within the WTO', 'multilateral trading system', 'rules to govern global trade', 'open trading system', 'WTO-compatible trade agreements', 'promoting free trade', 'African Continental Free Trade Area', 'AfCFTA', 'fair and open trading system', 'trade barriers', 'EU’s trade interests', 'trade policy', 'trade facilitation', 'regional economic integration', 'Free Trade Area', 'trade facilitation in international regulatory cooperation', 'Economic Partnership Agreement']
17;Partnerships for the Goals;17.11; Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020;17.11.1; Developing countries’ and least developed countries’ share of global exports;C171101;['global export developing countries', 'global exports least developed countries', 'global exports share in developing countries', 'increase the exports of developing countries', 'increase the exports of least developed countries', 'increase the exports of Africa', 'increase the exports to improve the trade balance of developing countries', 'Export Strategy']
17;Partnerships for the Goals;17.12; Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access;17.12.1; Weighted average tariffs faced by developing countries, least developed countries and small island developing States;C171201;['tariffs faced by developing countries', 'tariffs faced by least developed countries', 'tariffs faced by small island developing countries', 'market access developing countries', 'market access least developed', 'market access small island', 'duty-free market access for least developed countries', 'quota-free market access for least developed countries', 'trade agreements with developing coutries', 'Aid for Trade Strategy', 'transparent trade rules', 'tariffs rules for developing countries', 'GSP+', 'everything but arms']
17;Partnerships for the Goals;17.13; Enhance global macroeconomic stability, including through policy coordination and policy coherence;17.13.1; Macroeconomic Dashboard;C171301;['macroeconomic dashboard', 'macroeconomic stability', 'policy coordination', 'economy with low vulnerability to external shocks', 'macroeconomic instability', 'macroeconomic policy coherence', 'macroeconomic coordination', 'macroeconomic situation', 'macro-economic stability']
17;Partnerships for the Goals;17.14; Enhance policy coherence for sustainable development;17.14.1; Number of countries with mechanisms in place to enhance policy coherence of sustainable development;C171401;['policy coherence for sustainable development', 'systematic promotion of mutually reinforcing policy actions', 'minimise contradictions and building synergies between different policies', 'coherent integration of policies', 'take account of development objectives in policies', 'PCD', 'PCSD', 'policy coherence for development']
17;Partnerships for the Goals;17.15; Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development;17.15.1; Extent of use of country-owned results frameworks and planning tools by providers of development cooperation;C171501;['poverty eradication policies', 'sustainable development policies', 'respect sovereignty', 'promote ownership by countries', 'country-led policies for poverty eradication', 'country-led policies for sustainable development', 'policies tackle poverty', 'policies reduce poverty', 'policies foster sustainable development', 'policies focus on sustainable development', 'policies focus on poverty reduction']
17;Partnerships for the Goals;17.16; Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries;17.16.1; Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals;C171601;['multi stakeholder partnership', 'multi stakeholder development', 'partnership for sustainable development', 'partnership for SDGs', 'multi-stakeholder alliances', 'platform for a multi-stakeholder dialogue on sustainable', 'multi-stakeholder dialogue platform', 'multi stakeholder platform']
17;Partnerships for the Goals;17.17; Encourage and promote effective public, public-private and civil society partnerships, building on the experience and resourcing strategies of partnerships;17.17.1; Amount in United States dollars committed to public-private partnerships for infrastructure;C171702;['public private partnership', 'civil society partnership', 'public partnership', 'partnership with private sector', 'cooperation with private sector', 'public and private cooperation', 'cooperation with SME', 'partnership with SME', 'SME cooperation across developing countries', 'private sector for sustainable development', 'integrate private sector development objectives in support strategies', 'Engaging the private sector in sustainable', 'private sector engagement for development', 'engagement of European companies in developing countries', 'private sector development support', 'PRIVATE SECTOR PARTNER IN DEVELOPMENT COOPERATION', 'partnership and cooperation agreement between private and public', 'working in partnership with the EU in the field of private sector development', 'foster business innovation partnerships between private and public sector', 'exploring possible partnerships with the private sector', 'boosting horizontal partnerships', 'partnership public private', 'partnership private and public', 'tap into private investment', 'Public-Private Dialogue', 'Roadmap for Civil Society']
17;Partnerships for the Goals;17.18; By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;17.18.1; Statistical capacity indicator for Sustainable Development Goal monitoring;C171804;['availability of disaggregated data', 'fundamental principles of official statistics', 'sustainable development indicators', 'national statistical legislation', 'availability of reliable data', 'data availability in developing countries', 'data accountability developing countries', ' availability of data in developing countries', 'availability of data disaggregated', 'data at national level', ' statistics on sustainable development', 'national statistical plan', 'partnerships in data collection', 'data collection in development countries', ' collect data in development countries', ' collect information in development countries', 'Information gathering in development countries', 'indicators for sustainable development', 'official statistics in developing countries', 'weak statistical systems and mechanisms ', 'advocate for more and better data in developing countries']
17;Partnerships for the Goals;17.18; By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;17.18.2; Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics;C171802;['availability of disaggregated data', 'fundamental principles of official statistics', 'sustainable development indicators', 'national statistical legislation', 'availability of reliable data', 'data availability in developing countries', 'data accountability developing countries', ' availability of data in developing countries', 'availability of data disaggregated', 'data at national level', ' statistics on sustainable development', 'national statistical plan', 'partnerships in data collection', 'data collection in development countries', ' collect data in development countries', ' collect information in development countries', 'Information gathering in development countries', 'indicators for sustainable development', 'official statistics in developing countries', 'weak statistical systems and mechanisms ', 'advocate for more and better data in developing countries']
17;Partnerships for the Goals;17.18; By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts;17.18.3; Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding;C171803;['availability of disaggregated data', 'fundamental principles of official statistics', 'sustainable development indicators', 'national statistical legislation', 'availability of reliable data', 'data availability in developing countries', 'data accountability developing countries', ' availability of data in developing countries', 'availability of data disaggregated', 'data at national level', ' statistics on sustainable development', 'national statistical plan', 'partnerships in data collection', 'data collection in development countries', ' collect data in development countries', ' collect information in development countries', 'Information gathering in development countries', 'indicators for sustainable development', 'official statistics in developing countries', 'weak statistical systems and mechanisms ', 'advocate for more and better data in developing countries']
